,RECORD,BBLE,LOT,EASEMENT,BLDGCL,TAXCLASS,LTFRONT,LTDEPTH,STORIES,FULLVAL,AVLAND,AVTOT,EXLAND,EXTOT,EXCD1,ZIP,EXMPTCL,BLDFRONT,BLDDEPTH,NA_COUNT_PRE,BORO,AVG_LTFRONT,AVG_LTDEPTH,AVG_STORIES,AVG_ZIP,AVG_BLDFRONT,AVG_BLDDEPTH,NA_COUNT_POST
629678,629679,2054870074,74,,C0,1,29.0,113.0,2.5,724000,23550,42840,18587,37877,5113.0,10465.0,,29.0,43.0,7,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
377252,377253,3066740019,19,,C0,1,24.0,100.0,2.0,612000,23524,31641,1620,1620,1017.0,11223.0,,20.0,60.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
556046,556047,4136760053,53,,B2,1,29.0,100.0,2.0,501000,16906,28810,0,0,,11422.0,,21.0,53.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
716795,716796,1017210062,62,,C7,2,18.0,100.0,3.0,406000,7695,182700,0,0,,10027.0,,19.0,49.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
777994,777995,4015070005,5,,D4,2,79.0,93.0,6.0,1070000,142200,481500,12540,12540,1017.0,11373.0,,79.0,61.0,3,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
657542,657543,4029930020,20,,B3,1,28.0,85.0,2.5,528000,14804,26496,1620,1620,1017.0,11379.0,,21.0,30.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
375935,375936,2037580046,46,,A1,1,29.0,99.0,2.0,350000,12107,19710,1620,1620,1017.0,10472.0,,20.0,36.0,7,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
437684,437685,4119610003,3,,B3,1,20.0,92.0,2.0,364000,8701,15758,0,0,,11436.0,,20.0,32.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
656301,656302,4092920019,19,,B2,1,20.0,100.0,2.0,425000,13927,20989,1620,1620,1017.0,11418.0,,20.0,50.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
292623,292624,3066010063,63,,B1,1,20.0,100.0,3.0,698000,17872,32486,17872,19483,1015.0,11204.0,,20.0,55.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
683856,683857,5001330056,56,,A1,1,25.0,105.0,2.5,401000,11362,20160,1620,1620,1017.0,10301.0,,19.0,29.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
530494,530495,2039442796,2796,,R4,2,49.0,107.0,12.0,30284,3985,13628,3985,12360,1015.0,10462.0,,33.0,52.0,2,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
745196,745197,4110480032,32,,A5,1,25.0,100.0,2.0,345000,11128,17856,11128,11275,1010.0,11412.0,,18.0,45.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
496226,496227,1010491097,1097,,R4,2,412.0,492.0,55.0,916125,129922,412256,0,0,,10019.0,,421.0,492.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
633784,633785,4065270020,20,,A5,1,18.0,113.0,2.0,423000,16929,24693,0,0,,11367.0,,18.0,36.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
1020967,1020968,3034260007,7,,N2,4,20.0,100.0,3.0,508000,18495,228600,0,0,,11207.0,,20.0,54.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
719476,719477,3021861015,1015,,R4,2,33.0,101.0,5.0,66082,4259,29737,0,0,,11211.0,,25.0,52.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
320933,320934,4037110004,4,,C3,2A,25.0,100.0,2.0,630000,18108,32877,0,0,,11385.0,,25.0,60.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
592601,592602,3008550058,58,,C0,1,20.0,100.0,2.0,724000,15629,22144,15629,17080,1010.0,11220.0,,20.0,45.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
332764,332765,4041480050,50,,V1,4,33.0,226.0,3.0,489900,220455,220455,0,0,,11380.0,,26.0,44.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
879625,879626,3072691049,1049,,R5,4,1.0,101.0,12.0,9263,324,4168,0,0,,11224.0,,25.0,52.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
617893,617894,4051251169,1169,,R4,2,41.0,104.0,14.0,209036,38003,94066,34085,90148,5113.0,11355.0,,26.0,44.0,3,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
550479,550480,1008790059,59,,S3,2A,20.0,50.0,5.0,840000,148383,269788,0,0,,10010.0,,20.0,50.0,8,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
291298,291299,4059710008,8,,A1,1,41.0,100.0,2.0,639000,20078,34770,1620,1620,1017.0,11360.0,,26.0,37.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
48448,48449,4039490057,57,,B3,1,50.0,100.0,2.0,667000,13639,24260,1620,1620,1017.0,11356.0,,18.0,35.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
548242,548243,4002360080,80,,C0,1,25.0,100.0,3.0,692000,23422,36753,1620,1620,1017.0,11101.0,,22.0,58.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
508228,508229,4034020009,9,,C2,2A,25.0,100.0,3.0,347000,2408,65803,0,0,,11385.0,,25.0,62.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
169069,169070,1000920010,10,,G1,4,53.0,115.0,3.0,4310000,949500,1939500,0,0,,10038.0,,53.0,135.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
233704,233705,1021220011,11,,C5,2B,18.0,100.0,3.0,212000,49741,73742,0,0,,10032.0,,18.0,49.0,8,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
994806,994807,1006291303,1303,,R4,2,81.0,120.0,6.0,395024,39345,177761,0,0,,10014.0,,70.0,102.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
481882,481883,3032640017,17,,C1,2B,25.0,142.0,4.0,655000,1341,48267,0,0,,11221.0,,25.0,85.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
618235,618236,1008950027,27,,S3,2A,20.0,65.0,4.0,4870000,224338,388800,0,0,,10016.0,,20.0,49.0,8,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
109443,109444,3007210050,50,,E9,4,40.0,100.0,1.0,266000,50400,119700,0,8000,1986.0,11232.0,,40.0,100.0,4,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
778080,778081,1020580009,9,,C0,1,18.0,99.0,4.0,1750000,15019,25032,1620,1620,1017.0,10031.0,,18.0,99.0,7,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
626872,626873,3086490053,53,,A2,1,40.0,100.0,1.0,893000,22685,39259,0,0,,11234.0,,25.0,48.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
298065,298066,4004151320,1320,,R4,2,41.0,104.0,17.0,101291,3288,45581,0,42085,5113.0,11101.0,,26.0,44.0,5,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
268241,268242,2034680008,8,,B2,1,31.0,98.0,2.0,408000,15480,24480,1620,1620,1017.0,10473.0,,23.0,45.0,7,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
44974,44975,4029120019,19,,B1,1,25.0,90.0,2.0,547000,19896,30918,1620,1620,1017.0,11379.0,,23.0,44.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
721287,721288,5024521034,1034,,R4,2,48.0,109.0,4.0,37043,4271,16669,0,0,,10314.0,,25.0,40.0,6,5,48.0,109.0,2.0,10308.0,25.0,40.0,3
743384,743385,4055440035,35,,A1,1,33.0,100.0,2.5,563000,16340,26820,0,0,,11361.0,,20.0,30.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
820035,820036,4135060202,202,,B2,1,28.0,116.0,2.0,431000,13864,24192,1620,1620,1017.0,11413.0,,23.0,48.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
273475,273476,3052040034,34,,A7,1,40.0,120.0,3.0,1221000,16524,29030,1620,1620,1017.0,11226.0,,27.0,41.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
1020907,1020908,1020941030,1030,,R4,2,99.0,105.0,10.0,258239,14885,116208,0,0,,10031.0,,99.0,91.0,7,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
106197,106198,3043070025,25,,A9,1,20.0,48.0,1.0,339000,2423,4416,0,0,,11207.0,,17.0,27.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
129109,129110,5046060026,26,,A2,1,40.0,100.0,1.0,399000,11295,19594,1620,1620,1017.0,10308.0,,24.0,38.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
847053,847054,3054370077,77,,A1,1,40.0,100.0,2.0,918000,17793,31351,0,0,,11204.0,,24.0,56.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
483357,483358,3088661324,1324,,Z0,1,40.0,45.0,3.0,246000,1711,1711,0,0,,11229.0,,25.0,52.0,9,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
295137,295138,3007640029,29,,B9,1,20.0,100.0,2.0,532000,3959,6344,1620,1620,1017.0,11220.0,,20.0,40.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
759221,759222,2050710002,2,,B1,1,25.0,113.0,3.0,632000,19686,35752,0,0,,10466.0,,22.0,45.0,8,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
982967,982968,4036310041,41,,B1,1,18.0,100.0,2.0,497000,14943,24192,1720,1920,1010.0,11385.0,,18.0,60.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
718642,718643,4051931133,1133,,R4,2,41.0,104.0,8.0,110211,6359,49595,3701,46937,5113.0,11355.0,,96.0,60.0,3,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
733005,733006,3053880006,6,,B1,1,20.0,100.0,2.0,733000,12947,19407,1620,1620,1017.0,11218.0,,20.0,50.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
385305,385306,3044970037,37,,V0,1B,20.0,100.0,3.0,160000,1612,1612,0,0,,11220.0,,25.0,52.0,10,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
838714,838715,2058610182,182,,A5,1,26.0,90.0,2.0,480000,16509,28200,1620,1620,1017.0,10471.0,,21.0,43.0,7,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
988302,988303,1019591091,1091,,R4,2,81.0,120.0,12.0,230821,9477,103869,6026,100418,5114.0,10030.0,,70.0,102.0,3,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
452207,452208,3030290109,109,,F4,4,150.0,100.0,2.0,2050000,236250,922500,0,0,,11206.0,,150.0,100.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
872048,872049,4003660011,11,,E9,4,33.0,92.0,1.0,245000,45000,110250,0,0,,11101.0,,33.0,92.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
780565,780566,3070890040,40,,C3,2A,29.0,120.0,2.0,846000,31699,57548,0,0,,11223.0,,22.0,82.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
185012,185013,5001590047,47,,A1,1,50.0,115.0,2.7,367000,12053,17982,2620,6620,1010.0,10310.0,,28.0,30.0,6,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
536924,536925,4099790028,28,,B1,1,25.0,100.0,2.0,409000,12395,22532,0,0,,11435.0,,18.0,50.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
908652,908653,3082910066,66,,A1,1,60.0,100.0,1.0,588000,18852,28206,1620,1620,1017.0,11236.0,,25.0,47.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
400642,400643,4162281010,1010,,R4,2,41.0,104.0,8.0,159988,4729,71995,4317,71583,5113.0,11694.0,,26.0,44.0,3,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
294443,294444,4048810048,48,,A1,1,32.0,100.0,2.0,717000,19978,36356,1620,1620,1017.0,11357.0,,22.0,35.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
768649,768650,4109720025,25,,A2,1,40.0,100.0,1.5,378000,11108,17791,1620,1620,1017.0,11412.0,,23.0,38.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
28689,28690,4017721004,1004,,R1,2C,25.0,100.0,4.0,194480,14418,71898,10590,68070,5114.0,11368.0,,25.0,65.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
419864,419865,4057620017,17,,A1,1,45.0,88.0,2.0,600000,17015,29168,1620,1620,1017.0,11357.0,,22.0,24.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
960225,960226,4090620033,33,,K1,4,50.0,100.0,1.0,500000,35640,225000,0,0,,11416.0,,50.0,100.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
277159,277160,1013790064,64,,Z4,4,43.0,100.0,6.0,10300000,3370500,4635000,3370500,4635000,7160.0,10065.0,,43.0,100.0,3,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
445159,445160,2047740016,16,,A5,1,18.0,95.0,3.0,308000,11241,16972,11241,11726,1015.0,10469.0,,18.0,35.0,6,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
975256,975257,1020510080,80,,B1,1,16.0,100.0,3.0,1120000,8182,38733,0,30551,5112.0,10030.0,,16.0,50.0,7,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
871611,871612,3044151378,1378,,R4,2,33.0,101.0,9.0,9069,1183,4081,1183,2090,1017.0,11207.0,,25.0,52.0,3,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
707843,707844,4065481232,1232,,R2,2,41.0,104.0,3.0,31117,3832,14003,2090,2090,1017.0,11367.0,,26.0,44.0,3,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
446254,446255,2023870032,32,,D7,2,168.0,168.0,9.0,2500000,210150,1125000,94302,1009152,5114.0,10456.0,,33.0,52.0,3,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
101052,101053,3057690028,28,,D6,2,60.0,120.0,6.0,3060000,1062000,1377000,0,0,,11219.0,,25.0,52.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
335052,335053,3046280066,66,,C3,2A,27.0,100.0,2.0,571000,30626,55693,0,0,,11212.0,,20.0,80.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
952553,952554,5056190141,141,,A9,1,25.0,162.0,2.0,363000,11858,19836,1620,1620,1017.0,10312.0,,17.0,40.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
1024721,1024722,2032490158,158,,A1,1,25.0,100.0,2.0,316000,8231,13408,8231,9944,1015.0,10468.0,,20.0,27.0,6,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
431460,431461,3058640050,50,,S2,1,20.0,97.0,3.0,675000,19831,36080,0,0,,11220.0,,20.0,55.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
361125,361126,3048730059,59,,B2,1,24.0,100.0,2.0,503000,14617,23871,0,0,,11203.0,,20.0,56.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
752291,752292,3048700038,38,,O9,4,20.0,100.0,3.0,343000,36585,154350,0,0,,11218.0,,20.0,55.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
339534,339535,3080500063,63,,B1,1,21.0,100.0,2.0,339000,6024,14691,1620,1620,1017.0,11236.0,,21.0,46.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
32377,32378,5043360029,29,,A2,1,60.0,100.0,1.0,378000,13973,22100,4935,4935,1010.0,10306.0,,36.0,26.0,6,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
109865,109866,3026230003,3,,B9,1,25.0,100.0,3.0,1148000,15940,25380,1620,1620,1017.0,11222.0,,22.0,35.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
801205,801206,3050130046,46,,A9,1,20.0,95.0,2.0,369000,11125,17694,1620,1620,1017.0,11210.0,,14.0,47.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
535061,535062,3023347501,7501,,R0,2,200.0,75.0,6.0,0,0,0,0,0,,11211.0,,200.0,75.0,9,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
642974,642975,4104020039,39,,A1,1,40.0,100.0,2.5,363000,10823,16934,10823,11707,1015.0,11412.0,,20.0,35.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
128926,128927,3072990032,32,,A1,1,25.0,100.0,2.5,565000,18049,27786,0,0,,11229.0,,18.0,42.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
610918,610919,1008940803,803,,R4,2,81.0,120.0,15.0,204144,21353,91865,21353,50113,1015.0,10016.0,,70.0,102.0,2,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
662559,662560,2045220023,23,,A1,1,50.0,100.0,2.5,432000,10769,18316,1620,1620,1017.0,10469.0,,16.0,42.0,7,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
925927,925928,2033020063,63,,A1,1,25.0,100.0,2.0,402000,8648,13581,0,0,,10458.0,,21.0,52.0,8,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
735741,735742,1012161107,1107,,R4,2,81.0,120.0,16.0,70797,13707,31859,0,0,,10024.0,,70.0,102.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
528988,528989,3011050004,4,,B3,1,18.0,88.0,2.0,1343000,14998,26893,1620,1620,1017.0,11215.0,,18.0,45.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
63481,63482,1006041071,1071,,R4,2,81.0,120.0,5.0,205063,35520,92278,0,0,,10014.0,,70.0,102.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
73733,73734,5055200108,108,,V0,1B,36.0,130.0,2.0,234878,9000,9000,0,0,,10308.0,,25.0,40.0,11,5,48.0,109.0,2.0,10308.0,25.0,40.0,3
62738,62739,4020751235,1235,,R5,4,41.0,104.0,16.0,12575,1178,5659,0,0,,11374.0,,26.0,44.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
614106,614107,3009551002,1002,,R1,2C,25.0,95.0,4.0,287022,4391,51092,0,0,,11215.0,,25.0,52.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
574988,574989,4094230066,66,,A1,1,20.0,155.0,2.0,359000,10411,18973,0,0,,11416.0,,15.0,34.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
922379,922380,3071000042,42,,S4,2A,20.0,100.0,3.0,1120000,43975,79826,0,0,,11223.0,,20.0,80.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
68594,68595,1013411493,1493,,R4,2,81.0,120.0,49.0,357051,30633,160673,2090,2090,1017.0,10017.0,,70.0,102.0,3,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
452167,452168,5044140032,32,,A1,1,65.0,100.0,2.0,801000,28965,46034,0,0,,10306.0,,45.0,28.0,8,5,48.0,109.0,2.0,10308.0,25.0,40.0,3
327359,327360,4114312106,2106,,R4,2,41.0,104.0,6.0,47757,4443,21491,0,0,,11414.0,,26.0,44.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
78629,78630,1008561005,1005,,R4,2,81.0,120.0,11.0,532194,111502,239487,0,115860,5110.0,10010.0,,70.0,102.0,4,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
748758,748759,4032020028,28,,A5,1,23.0,100.0,2.0,684000,21730,33780,1620,1620,1017.0,11375.0,,18.0,36.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
426575,426576,1016810123,123,,S9,2B,25.0,100.0,4.0,586000,13793,25989,0,0,,10029.0,,25.0,49.0,8,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
649183,649184,1019370123,123,,C5,2,16.0,99.0,3.0,106000,15750,47700,0,0,,10027.0,,17.0,52.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
376842,376843,4103340013,13,,B1,1,25.0,100.0,2.0,441000,7875,14653,1620,1620,1017.0,11433.0,,20.0,40.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
648774,648775,3069240029,29,,C0,1,20.0,100.0,1.0,505000,9861,17914,0,0,,11214.0,,17.0,32.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
316815,316816,1011151711,1711,,R4,2,81.0,120.0,32.0,88443,15080,39799,0,0,,10023.0,,116.0,106.0,7,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
290105,290106,3046580044,44,,B2,1,30.0,100.0,2.5,482000,10606,19292,0,0,,11203.0,,21.0,45.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
192500,192501,4014020016,16,,B1,1,25.0,100.0,2.0,560000,16337,25627,1620,1620,1017.0,11369.0,,20.0,40.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
948556,948557,3013670002,2,,S2,1,20.0,90.0,3.0,256000,5582,10134,0,0,,11213.0,,20.0,55.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
144232,144233,1009691022,1022,,R4,2,190.0,120.0,43.0,220927,34883,99417,0,0,,10016.0,,70.0,102.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
26554,26555,3001831102,1102,,R1,2C,20.0,100.0,4.0,255675,1771,24161,1771,2090,1017.0,11217.0,,25.0,52.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
65805,65806,2025120111,111,,S2,1,19.0,69.0,3.0,313000,9292,16910,0,0,,10452.0,,19.0,39.0,8,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
96207,96208,3053900022,22,,A5,1,20.0,90.0,2.0,637000,11608,20148,0,0,,11218.0,,20.0,36.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
576565,576566,3001801187,1187,,R4,2,33.0,101.0,8.0,107582,9351,48412,6944,46005,5113.0,11217.0,,25.0,52.0,3,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
255253,255254,1000165453,5453,,R4,2,81.0,120.0,44.0,110046,10379,49521,10379,49521,6800.0,10280.0,,70.0,102.0,3,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
83012,83013,2042990005,5,,B1,1,24.0,100.0,3.0,492000,14416,25886,14416,16183,1015.0,10462.0,,20.0,40.0,6,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
93991,93992,3014020054,54,,C0,1,24.0,100.0,2.0,632000,10079,16588,1620,1620,1017.0,11213.0,,20.0,67.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
592688,592689,4140770059,59,,V0,1B,15.0,100.0,3.0,233220,1969,1969,0,0,,11414.0,,26.0,44.0,9,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
794368,794369,3059100016,16,,B1,1,20.0,100.0,2.0,752000,20973,30157,1620,1620,1017.0,11209.0,,20.0,50.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
344285,344286,4049080032,32,,A1,1,40.0,100.0,2.0,610000,13855,25380,1620,1620,1017.0,11358.0,,20.0,28.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
628621,628622,4064400006,6,,B3,1,40.0,100.0,2.0,781000,20302,32359,1620,1620,1017.0,11355.0,,32.0,50.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
775802,775803,4121780127,127,,G7,4,45.0,53.0,3.0,38600,17370,17370,17370,17370,1021.0,11380.0,,26.0,44.0,5,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
888015,888016,5060180203,203,,A5,1,16.0,91.0,2.0,309000,9835,15506,3946,3946,1010.0,10312.0,,16.0,43.0,6,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
19140,19141,4035340048,48,,B1,1,20.0,90.0,2.0,446000,17729,25344,0,0,,11385.0,,20.0,55.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
121833,121834,2053480037,37,,C2,2A,25.0,95.0,3.0,740000,2064,72400,0,0,,10461.0,,20.0,80.0,8,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
99292,99293,4028410061,61,,B1,1,18.0,100.0,2.0,551000,11359,21002,11359,12121,1017.0,11378.0,,18.0,32.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
347736,347737,5011400006,6,,G9,4,47.0,123.0,1.0,83500,36000,37575,0,0,,10308.0,,30.0,10.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,3
830357,830358,3007410050,50,,B9,1,20.0,100.0,2.0,874000,14587,25048,14587,15764,1015.0,11220.0,,20.0,64.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
609680,609681,4019770001,1,,K2,4,125.0,50.0,2.0,1330000,267300,598500,0,0,,11368.0,,125.0,50.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
527995,527996,4070890037,37,,A1,1,40.0,100.0,2.0,593000,21286,34773,1620,1620,1017.0,11365.0,,23.0,26.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
642520,642521,4132670006,6,,A1,1,20.0,100.0,2.0,299000,6961,11071,1620,1620,1017.0,11434.0,,14.0,24.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
737910,737911,5054970196,196,,A6,1,40.0,230.0,1.0,301000,5375,10574,0,0,,10312.0,,18.0,26.0,8,5,48.0,109.0,2.0,10308.0,25.0,40.0,3
714058,714059,3073510063,63,,A9,1,20.0,100.0,2.0,488000,12574,21086,12574,12676,1010.0,11229.0,,13.0,52.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
161051,161052,2026771112,1112,,R3,1A,49.0,107.0,3.0,148525,441,6600,441,5315,1017.0,10459.0,,33.0,52.0,6,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
62450,62451,4122970008,8,,A0,1,40.0,110.0,1.6,355000,10887,16588,10887,11534,1015.0,11434.0,,25.0,37.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
751705,751706,1007690053,53,,D9,2,50.0,88.0,8.0,6630000,769500,2983500,769500,2983500,1504.0,10011.0,,50.0,84.0,3,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
97140,97141,4091510063,63,,A1,1,20.0,100.0,2.0,366000,8167,14653,1620,1620,1017.0,11417.0,,16.0,24.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
1012421,1012422,2026110029,29,,G6,4,51.0,81.0,1.0,226100,101250,101745,0,0,,10456.0,,3.0,6.0,6,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
927554,927555,4008960243,243,,B1,1,24.0,79.0,2.0,726000,17043,27930,17043,17205,1015.0,11105.0,,20.0,52.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
477921,477922,4049760046,46,,K9,4,15.0,48.0,3.0,481000,61200,216450,0,0,,11354.0,,15.0,48.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
531302,531303,4097160173,173,,A1,1,40.0,120.0,2.5,489000,15215,25567,3240,3240,1017.0,11435.0,,24.0,26.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
412407,412408,5011470001,1,,G7,4,156.0,134.0,2.0,335400,150930,150930,0,0,,10308.0,,25.0,40.0,8,5,48.0,109.0,2.0,10308.0,25.0,40.0,3
204102,204103,4012890031,31,,A1,1,25.0,100.0,3.0,530000,17898,27026,1620,1620,1017.0,11372.0,,19.0,35.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
985939,985940,4069490029,29,,B3,1,18.0,100.0,2.0,518000,15155,26702,0,0,,11365.0,,18.0,35.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
611824,611825,4002220025,25,,E3,4,74.0,99.0,1.0,481000,87300,216450,0,0,,11101.0,,74.0,100.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
